MSOA21CD,RUC21CD,RUC21NM,Rural Urban flag,RUC21 settlement class,Proportion of population in settlement class (%),RUC21 relative access,Proportion of population in relative access category (%)
E02002199,UN1,Urban: Nearer to a major town or city,Urban,Urban,96.5,Nearer to a major town or city,100
E02002200,UN1,Urban: Nearer to a major town or city,Urban,Urban,100,Nearer to a major town or city,100
E02002201,UN1,Urban: Nearer to a major town or city,Urban,Urban,100,Nearer to a major town or city,100
E02002202,UN1,Urban: Nearer to a major town or city,Urban,Urban,100,Nearer to a major town or city,100
E02002203,UN1,Urban: Nearer to a major town or city,Urban,Urban,100,Nearer to a major town or city,100
E02002204,RLN1,Larger rural: Nearer to a major town or city,Rural,Larger rural,47,Nearer to a major town or city,100
E02002205,UN1,Urban: Nearer to a major town or city,Urban,Urban,63.1,Nearer to a major town or city,100
E02002206,UN1,Urban: Nearer to a major town or city,Urban,Urban,100,Nearer to a major town or city,100
E02002207,UN1,Urban: Nearer to a major town or city,Urban,Urban,100,Nearer to a major town or city,100
E02002208,UN1,Urban: Nearer to a major town or city,Urban,Urban,100,Nearer to a major town or city,100
E02002209,UN1,Urban: Nearer to a major town or city,Urban,Urban,100,Nearer to a major town or city,100
E02002210,UN1,Urban: Nearer to a major town or city,Urban,Urban,100,Nearer to a major town or city,100
E02002211,UN1,Urban: Nearer to a major town or city,Urban,Urban,100,Nearer to a major town or city,100
E02002212,UN1,Urban: Nearer to a major town or city,Urban,Urban,100,Nearer to a major town or city,100
E02002213,RLN1,Larger rural: Nearer to a major town or city,Rural,Larger rural,78.9,Nearer to a major town or city,100
E02002214,UN1,Urban: Nearer to a major town or city,Urban,Urban,100,Nearer to a major town or city,100
E02002215,UN1,Urban: Nearer to a major town or city,Urban,Urban,100,Nearer to a major town or city,100
E02002216,UN1,Urban: Nearer to a major town or city,Urban,Urban,100,Nearer to a major town or city,100
E02002217,UN1,Urban: Nearer to a major town or city,Urban,Urban,100,Nearer to a major town or city,100
E02002218,UN1,Urban: Nearer to a major town or city,Urban,Urban,100,Nearer to a major town or city,100
E02002219,UN1,Urban: Nearer to a major town or city,Urban,Urban,100,Nearer to a major town or city,100
E02002220,UN1,Urban: Nearer to a major town or city,Urban,Urban,100,Nearer to a major town or city,100
E02002222,UN1,Urban: Nearer to a major town or city,Urban,Urban,100,Nearer to a major town or city,100
E02002223,UN1,Urban: Nearer to a major town or city,Urban,Urban,100,Nearer to a major town or city,100
E02002224,UN1,Urban: Nearer to a major town or city,Urban,Urban,100,Nearer to a major town or city,100
E02002225,UN1,Urban: Nearer to a major town or city,Urban,Urban,86.1,Nearer to a major town or city,100
E02002226,UN1,Urban: Nearer to a major town or city,Urban,Urban,100,Nearer to a major town or city,100
E02002227,UN1,Urban: Nearer to a major town or city,Urban,Urban,100,Nearer to a major town or city,100
E02002228,UN1,Urban: Nearer to a major town or city,Urban,Urban,100,Nearer to a major town or city,100
E02002229,UN1,Urban: Nearer to a major town or city,Urban,Urban,100,Nearer to a major town or city,100
E02002230,UN1,Urban: Nearer to a major town or city,Urban,Urban,100,Nearer to a major town or city,100
E02002231,UN1,Urban: Nearer to a major town or city,Urban,Urban,100,Nearer to a major town or city,100
E02002232,UN1,Urban: Nearer to a major town or city,Urban,Urban,100,Nearer to a major town or city,100
E02002233,UN1,Urban: Nearer to a major town or city,Urban,Urban,100,Nearer to a major town or city,100
E02002234,UN1,Urban: Nearer to a major town or city,Urban,Urban,100,Nearer to a major town or city,100
E02002235,UN1,Urban: Nearer to a major town or city,Urban,Urban,100,Nearer to a major town or city,100
E02002236,UN1,Urban: Nearer to a major town or city,Urban,Urban,100,Nearer to a major town or city,100
E02002237,UN1,Urban: Nearer to a major town or city,Urban,Urban,100,Nearer to a major town or city,100
E02002238,UN1,Urban: Nearer to a major town or city,Urban,Urban,100,Nearer to a major town or city,100
E02002239,UN1,Urban: Nearer to a major town or city,Urban,Urban,97,Nearer to a major town or city,100
E02002240,UN1,Urban: Nearer to a major town or city,Urban,Urban,94.1,Nearer to a major town or city,100
E02002241,UN1,Urban: Nearer to a major town or city,Urban,Urban,100,Nearer to a major town or city,100
E02002242,UN1,Urban: Nearer to a major town or city,Urban,Urban,100,Nearer to a major town or city,100
E02002243,UN1,Urban: Nearer to a major town or city,Urban,Urban,100,Nearer to a major town or city,100
E02002244,UN1,Urban: Nearer to a major town or city,Urban,Urban,87.1,Nearer to a major town or city,100
E02002245,UN1,Urban: Nearer to a major town or city,Urban,Urban,96.8,Nearer to a major town or city,100
E02002246,UN1,Urban: Nearer to a major town or city,Urban,Urban,96.1,Nearer to a major town or city,100
E02002247,RLN1,Larger rural: Nearer to a major town or city,Rural,Larger rural,55.7,Nearer to a major town or city,100
E02002248,UN1,Urban: Nearer to a major town or city,Urban,Urban,100,Nearer to a major town or city,100
E02002249,UN1,Urban: Nearer to a major town or city,Urban,Urban,100,Nearer to a major town or city,100
E02002250,RLN1,Larger rural: Nearer to a major town or city,Rural,Larger rural,64.7,Nearer to a major town or city,100
E02002251,UN1,Urban: Nearer to a major town or city,Urban,Urban,95.1,Nearer to a major town or city,100
E02002252,UN1,Urban: Nearer to a major town or city,Urban,Urban,83.9,Nearer to a major town or city,100
E02002253,UN1,Urban: Nearer to a major town or city,Urban,Urban,100,Nearer to a major town or city,100
E02002254,UN1,Urban: Nearer to a major town or city,Urban,Urban,96.7,Nearer to a major town or city,100
E02002255,UN1,Urban: Nearer to a major town or city,Urban,Urban,100,Nearer to a major town or city,100
E02002256,UN1,Urban: Nearer to a major town or city,Urban,Urban,93.8,Nearer to a major town or city,100
E02002257,UN1,Urban: Nearer to a major town or city,Urban,Urban,100,Nearer to a major town or city,100
E02002258,UN1,Urban: Nearer to a major town or city,Urban,Urban,94.6,Nearer to a major town or city,100
E02002259,UN1,Urban: Nearer to a major town or city,Urban,Urban,100,Nearer to a major town or city,100
E02002260,UN1,Urban: Nearer to a major town or city,Urban,Urban,100,Nearer to a major town or city,100
E02002261,UN1,Urban: Nearer to a major town or city,Urban,Urban,95.9,Nearer to a major town or city,100
E02002262,UN1,Urban: Nearer to a major town or city,Urban,Urban,96.3,Nearer to a major town or city,100
E02002263,UN1,Urban: Nearer to a major town or city,Urban,Urban,66.9,Nearer to a major town or city,100
E02002264,UN1,Urban: Nearer to a major town or city,Urban,Urban,100,Nearer to a major town or city,100
E02002265,UN1,Urban: Nearer to a major town or city,Urban,Urban,85.4,Nearer to a major town or city,100
E02002266,UN1,Urban: Nearer to a major town or city,Urban,Urban,100,Nearer to a major town or city,100
E02002267,UN1,Urban: Nearer to a major town or city,Urban,Urban,97.2,Nearer to a major town or city,100
E02002268,UN1,Urban: Nearer to a major town or city,Urban,Urban,88.6,Nearer to a major town or city,100
E02002269,UN1,Urban: Nearer to a major town or city,Urban,Urban,56.9,Nearer to a major town or city,100
E02002270,RSN1,Smaller rural: Nearer to a major town or city,Rural,Smaller rural,63.4,Nearer to a major town or city,100
E02002271,UN1,Urban: Nearer to a major town or city,Urban,Urban,100,Nearer to a major town or city,100
E02002272,UN1,Urban: Nearer to a major town or city,Urban,Urban,100,Nearer to a major town or city,100
E02002273,UN1,Urban: Nearer to a major town or city,Urban,Urban,100,Nearer to a major town or city,100
E02002274,UN1,Urban: Nearer to a major town or city,Urban,Urban,100,Nearer to a major town or city,100
E02002275,UN1,Urban: Nearer to a major town or city,Urban,Urban,100,Nearer to a major town or city,100
E02002276,UN1,Urban: Nearer to a major town or city,Urban,Urban,100,Nearer to a major town or city,100
E02002277,UN1,Urban: Nearer to a major town or city,Urban,Urban,100,Nearer to a major town or city,100
E02002278,UN1,Urban: Nearer to a major town or city,Urban,Urban,100,Nearer to a major town or city,100
E02002279,UN1,Urban: Nearer to a major town or city,Urban,Urban,100,Nearer to a major town or city,100
E02002280,UN1,Urban: Nearer to a major town or city,Urban,Urban,100,Nearer to a major town or city,100
E02002281,UN1,Urban: Nearer to a major town or city,Urban,Urban,100,Nearer to a major town or city,100
E02002282,UN1,Urban: Nearer to a major town or city,Urban,Urban,100,Nearer to a major town or city,100
E02002283,UN1,Urban: Nearer to a major town or city,Urban,Urban,100,Nearer to a major town or city,100
E02002284,UN1,Urban: Nearer to a major town or city,Urban,Urban,100,Nearer to a major town or city,100
E02002285,UN1,Urban: Nearer to a major town or city,Urban,Urban,100,Nearer to a major town or city,100
E02002286,UN1,Urban: Nearer to a major town or city,Urban,Urban,100,Nearer to a major town or city,100
E02002287,UN1,Urban: Nearer to a major town or city,Urban,Urban,100,Nearer to a major town or city,100
E02002288,UN1,Urban: Nearer to a major town or city,Urban,Urban,100,Nearer to a major town or city,100
E02002289,UN1,Urban: Nearer to a major town or city,Urban,Urban,100,Nearer to a major town or city,100
E02002290,UN1,Urban: Nearer to a major town or city,Urban,Urban,100,Nearer to a major town or city,100
E02002291,UN1,Urban: Nearer to a major town or city,Urban,Urban,100,Nearer to a major town or city,100
E02002292,UN1,Urban: Nearer to a major town or city,Urban,Urban,100,Nearer to a major town or city,100
E02002293,UN1,Urban: Nearer to a major town or city,Urban,Urban,100,Nearer to a major town or city,100
E02002294,UN1,Urban: Nearer to a major town or city,Urban,Urban,100,Nearer to a major town or city,100
E02002295,UN1,Urban: Nearer to a major town or city,Urban,Urban,100,Nearer to a major town or city,100
E02002296,UN1,Urban: Nearer to a major town or city,Urban,Urban,97.7,Nearer to a major town or city,100
E02002297,UN1,Urban: Nearer to a major town or city,Urban,Urban,100,Nearer to a major town or city,100
E02002298,UN1,Urban: Nearer to a major town or city,Urban,Urban,93.3,Nearer to a major town or city,100
E02002299,UN1,Urban: Nearer to a major town or city,Urban,Urban,100,Nearer to a major town or city,100
E02002300,UN1,Urban: Nearer to a major town or city,Urban,Urban,100,Nearer to a major town or city,100
E02002301,UN1,Urban: Nearer to a major town or city,Urban,Urban,100,Nearer to a major town or city,100
E02002302,UN1,Urban: Nearer to a major town or city,Urban,Urban,88.5,Nearer to a major town or city,100
E02002303,UN1,Urban: Nearer to a major town or city,Urban,Urban,100,Nearer to a major town or city,100
E02002304,UN1,Urban: Nearer to a major town or city,Urban,Urban,100,Nearer to a major town or city,100
E02002305,UN1,Urban: Nearer to a major town or city,Urban,Urban,100,Nearer to a major town or city,100
E02002306,UN1,Urban: Nearer to a major town or city,Urban,Urban,80.9,Nearer to a major town or city,100
E02002307,UN1,Urban: Nearer to a major town or city,Urban,Urban,100,Nearer to a major town or city,100
E02002308,UN1,Urban: Nearer to a major town or city,Urban,Urban,100,Nearer to a major town or city,100
E02002309,UN1,Urban: Nearer to a major town or city,Urban,Urban,100,Nearer to a major town or city,100
E02002310,UN1,Urban: Nearer to a major town or city,Urban,Urban,100,Nearer to a major town or city,100
E02002311,UN1,Urban: Nearer to a major town or city,Urban,Urban,100,Nearer to a major town or city,100
E02002312,UN1,Urban: Nearer to a major town or city,Urban,Urban,100,Nearer to a major town or city,100
E02002313,UN1,Urban: Nearer to a major town or city,Urban,Urban,100,Nearer to a major town or city,100
E02002314,UN1,Urban: Nearer to a major town or city,Urban,Urban,100,Nearer to a major town or city,100
E02002315,UN1,Urban: Nearer to a major town or city,Urban,Urban,100,Nearer to a major town or city,100
E02002316,UN1,Urban: Nearer to a major town or city,Urban,Urban,52.9,Nearer to a major town or city,100
E02002317,UN1,Urban: Nearer to a major town or city,Urban,Urban,100,Nearer to a major town or city,100
E02002318,UN1,Urban: Nearer to a major town or city,Urban,Urban,100,Nearer to a major town or city,100
E02002319,UN1,Urban: Nearer to a major town or city,Urban,Urban,96.8,Nearer to a major town or city,100
E02002320,UN1,Urban: Nearer to a major town or city,Urban,Urban,97,Nearer to a major town or city,100
E02002321,UN1,Urban: Nearer to a major town or city,Urban,Urban,68.6,Nearer to a major town or city,100
E02002322,RLN1,Larger rural: Nearer to a major town or city,Rural,Larger rural,53.6,Nearer to a major town or city,100
E02002323,UN1,Urban: Nearer to a major town or city,Urban,Urban,95.2,Nearer to a major town or city,100
E02002324,RLN1,Larger rural: Nearer to a major town or city,Rural,Larger rural,92.1,Nearer to a major town or city,100
E02002325,RLN1,Larger rural: Nearer to a major town or city,Rural,Larger rural,87.6,Nearer to a major town or city,100
E02002326,RLN1,Larger rural: Nearer to a major town or city,Rural,Larger rural,77.5,Nearer to a major town or city,100
E02002327,RLN1,Larger rural: Nearer to a major town or city,Rural,Larger rural,66,Nearer to a major town or city,100
E02002328,UN1,Urban: Nearer to a major town or city,Urban,Urban,93.6,Nearer to a major town or city,100
E02002329,UN1,Urban: Nearer to a major town or city,Urban,Urban,87.1,Nearer to a major town or city,100
E02002330,UN1,Urban: Nearer to a major town or city,Urban,Urban,100,Nearer to a major town or city,100
E02002331,UN1,Urban: Nearer to a major town or city,Urban,Urban,69,Nearer to a major town or city,100
E02002332,UN1,Urban: Nearer to a major town or city,Urban,Urban,100,Nearer to a major town or city,100
E02002333,UN1,Urban: Nearer to a major town or city,Urban,Urban,100,Nearer to a major town or city,100
E02002334,RLN1,Larger rural: Nearer to a major town or city,Rural,Larger rural,90.1,Nearer to a major town or city,100
E02002335,RSN1,Smaller rural: Nearer to a major town or city,Rural,Smaller rural,56,Nearer to a major town or city,100
E02002336,RLN1,Larger rural: Nearer to a major town or city,Rural,Larger rural,70.6,Nearer to a major town or city,100
E02002337,UN1,Urban: Nearer to a major town or city,Urban,Urban,93.6,Nearer to a major town or city,100
E02002338,UN1,Urban: Nearer to a major town or city,Urban,Urban,100,Nearer to a major town or city,100
E02002339,UN1,Urban: Nearer to a major town or city,Urban,Urban,100,Nearer to a major town or city,100
E02002340,UN1,Urban: Nearer to a major town or city,Urban,Urban,100,Nearer to a major town or city,100
E02002341,UN1,Urban: Nearer to a major town or city,Urban,Urban,98.6,Nearer to a major town or city,100
E02002342,UN1,Urban: Nearer to a major town or city,Urban,Urban,100,Nearer to a major town or city,100
E02002343,UN1,Urban: Nearer to a major town or city,Urban,Urban,100,Nearer to a major town or city,100
E02002344,UN1,Urban: Nearer to a major town or city,Urban,Urban,100,Nearer to a major town or city,100
E02002345,UN1,Urban: Nearer to a major town or city,Urban,Urban,100,Nearer to a major town or city,100
E02002346,UN1,Urban: Nearer to a major town or city,Urban,Urban,100,Nearer to a major town or city,100
E02002347,UN1,Urban: Nearer to a major town or city,Urban,Urban,100,Nearer to a major town or city,100
E02002348,UN1,Urban: Nearer to a major town or city,Urban,Urban,100,Nearer to a major town or city,100
E02002349,UN1,Urban: Nearer to a major town or city,Urban,Urban,100,Nearer to a major town or city,100
E02002350,UN1,Urban: Nearer to a major town or city,Urban,Urban,100,Nearer to a major town or city,100
E02002351,RSN1,Smaller rural: Nearer to a major town or city,Rural,Smaller rural,73.2,Nearer to a major town or city,100
E02002352,UN1,Urban: Nearer to a major town or city,Urban,Urban,100,Nearer to a major town or city,100
E02002353,UN1,Urban: Nearer to a major town or city,Urban,Urban,100,Nearer to a major town or city,100
E02002354,UN1,Urban: Nearer to a major town or city,Urban,Urban,100,Nearer to a major town or city,100
E02002356,UN1,Urban: Nearer to a major town or city,Urban,Urban,97,Nearer to a major town or city,100
E02002357,UN1,Urban: Nearer to a major town or city,Urban,Urban,100,Nearer to a major town or city,100
E02002358,UN1,Urban: Nearer to a major town or city,Urban,Urban,100,Nearer to a major town or city,100
E02002359,RLN1,Larger rural: Nearer to a major town or city,Rural,Larger rural,62.5,Nearer to a major town or city,100
E02002360,UN1,Urban: Nearer to a major town or city,Urban,Urban,100,Nearer to a major town or city,100
E02002361,UN1,Urban: Nearer to a major town or city,Urban,Urban,100,Nearer to a major town or city,100
E02002362,UN1,Urban: Nearer to a major town or city,Urban,Urban,100,Nearer to a major town or city,100
E02002363,UN1,Urban: Nearer to a major town or city,Urban,Urban,100,Nearer to a major town or city,100
E02002364,UN1,Urban: Nearer to a major town or city,Urban,Urban,100,Nearer to a major town or city,100
E02002366,UN1,Urban: Nearer to a major town or city,Urban,Urban,100,Nearer to a major town or city,100
E02002367,UN1,Urban: Nearer to a major town or city,Urban,Urban,100,Nearer to a major town or city,100
E02002368,UN1,Urban: Nearer to a major town or city,Urban,Urban,100,Nearer to a major town or city,100
E02002369,UN1,Urban: Nearer to a major town or city,Urban,Urban,100,Nearer to a major town or city,100
E02002370,UN1,Urban: Nearer to a major town or city,Urban,Urban,100,Nearer to a major town or city,100
E02002371,UN1,Urban: Nearer to a major town or city,Urban,Urban,100,Nearer to a major town or city,100
E02002373,UN1,Urban: Nearer to a major town or city,Urban,Urban,100,Nearer to a major town or city,100
E02002374,UN1,Urban: Nearer to a major town or city,Urban,Urban,100,Nearer to a major town or city,100
E02002375,UN1,Urban: Nearer to a major town or city,Urban,Urban,100,Nearer to a major town or city,100
E02002376,UN1,Urban: Nearer to a major town or city,Urban,Urban,100,Nearer to a major town or city,100
E02002377,UN1,Urban: Nearer to a major town or city,Urban,Urban,100,Nearer to a major town or city,100
E02002379,UN1,Urban: Nearer to a major town or city,Urban,Urban,100,Nearer to a major town or city,100
E02002380,UN1,Urban: Nearer to a major town or city,Urban,Urban,100,Nearer to a major town or city,100
E02002381,UN1,Urban: Nearer to a major town or city,Urban,Urban,100,Nearer to a major town or city,100
E02002382,UN1,Urban: Nearer to a major town or city,Urban,Urban,100,Nearer to a major town or city,100
E02002383,UN1,Urban: Nearer to a major town or city,Urban,Urban,100,Nearer to a major town or city,100
E02002384,UN1,Urban: Nearer to a major town or city,Urban,Urban,100,Nearer to a major town or city,100
E02002385,UN1,Urban: Nearer to a major town or city,Urban,Urban,100,Nearer to a major town or city,100
E02002386,UN1,Urban: Nearer to a major town or city,Urban,Urban,100,Nearer to a major town or city,100
E02002387,UN1,Urban: Nearer to a major town or city,Urban,Urban,100,Nearer to a major town or city,100
E02002388,UN1,Urban: Nearer to a major town or city,Urban,Urban,100,Nearer to a major town or city,100
E02002389,UN1,Urban: Nearer to a major town or city,Urban,Urban,100,Nearer to a major town or city,100
E02002390,UN1,Urban: Nearer to a major town or city,Urban,Urban,100,Nearer to a major town or city,100
E02002391,UN1,Urban: Nearer to a major town or city,Urban,Urban,100,Nearer to a major town or city,100
E02002392,UN1,Urban: Nearer to a major town or city,Urban,Urban,100,Nearer to a major town or city,100
E02002393,UN1,Urban: Nearer to a major town or city,Urban,Urban,100,Nearer to a major town or city,100
E02002394,UN1,Urban: Nearer to a major town or city,Urban,Urban,100,Nearer to a major town or city,100
E02002395,UN1,Urban: Nearer to a major town or city,Urban,Urban,100,Nearer to a major town or city,100
E02002396,UN1,Urban: Nearer to a major town or city,Urban,Urban,100,Nearer to a major town or city,100
E02002397,UN1,Urban: Nearer to a major town or city,Urban,Urban,100,Nearer to a major town or city,100
E02002398,UN1,Urban: Nearer to a major town or city,Urban,Urban,100,Nearer to a major town or city,100
E02002399,UN1,Urban: Nearer to a major town or city,Urban,Urban,100,Nearer to a major town or city,100
E02002400,UN1,Urban: Nearer to a major town or city,Urban,Urban,100,Nearer to a major town or city,100
E02002401,UN1,Urban: Nearer to a major town or city,Urban,Urban,100,Nearer to a major town or city,100
E02002402,UN1,Urban: Nearer to a major town or city,Urban,Urban,100,Nearer to a major town or city,100
E02002403,UN1,Urban: Nearer to a major town or city,Urban,Urban,100,Nearer to a major town or city,100
E02002404,UN1,Urban: Nearer to a major town or city,Urban,Urban,100,Nearer to a major town or city,100
E02002405,UN1,Urban: Nearer to a major town or city,Urban,Urban,100,Nearer to a major town or city,100
E02002406,UN1,Urban: Nearer to a major town or city,Urban,Urban,96.8,Nearer to a major town or city,100
E02002407,UN1,Urban: Nearer to a major town or city,Urban,Urban,100,Nearer to a major town or city,100
E02002408,UN1,Urban: Nearer to a major town or city,Urban,Urban,96.2,Nearer to a major town or city,100
E02002409,UN1,Urban: Nearer to a major town or city,Urban,Urban,97.8,Nearer to a major town or city,100
E02002410,UN1,Urban: Nearer to a major town or city,Urban,Urban,100,Nearer to a major town or city,100
E02002411,UN1,Urban: Nearer to a major town or city,Urban,Urban,100,Nearer to a major town or city,100
E02002412,UN1,Urban: Nearer to a major town or city,Urban,Urban,100,Nearer to a major town or city,100
E02002414,UN1,Urban: Nearer to a major town or city,Urban,Urban,100,Nearer to a major town or city,100
E02002415,UN1,Urban: Nearer to a major town or city,Urban,Urban,100,Nearer to a major town or city,100
E02002416,RLN1,Larger rural: Nearer to a major town or city,Rural,Larger rural,58.4,Nearer to a major town or city,100
E02002417,RLN1,Larger rural: Nearer to a major town or city,Rural,Larger rural,48,Nearer to a major town or city,100
E02002418,UN1,Urban: Nearer to a major town or city,Urban,Urban,100,Nearer to a major town or city,100
E02002419,UN1,Urban: Nearer to a major town or city,Urban,Urban,100,Nearer to a major town or city,100
E02002420,UN1,Urban: Nearer to a major town or city,Urban,Urban,100,Nearer to a major town or city,100
E02002421,UN1,Urban: Nearer to a major town or city,Urban,Urban,100,Nearer to a major town or city,100
E02002422,UN1,Urban: Nearer to a major town or city,Urban,Urban,100,Nearer to a major town or city,100
E02002423,UN1,Urban: Nearer to a major town or city,Urban,Urban,100,Nearer to a major town or city,100
E02002424,UN1,Urban: Nearer to a major town or city,Urban,Urban,100,Nearer to a major town or city,100
E02002425,UN1,Urban: Nearer to a major town or city,Urban,Urban,100,Nearer to a major town or city,100
E02002426,UN1,Urban: Nearer to a major town or city,Urban,Urban,92.3,Nearer to a major town or city,100
E02002427,UN1,Urban: Nearer to a major town or city,Urban,Urban,100,Nearer to a major town or city,100
E02002428,UN1,Urban: Nearer to a major town or city,Urban,Urban,100,Nearer to a major town or city,100
E02002429,UN1,Urban: Nearer to a major town or city,Urban,Urban,98.7,Nearer to a major town or city,100
E02002430,UN1,Urban: Nearer to a major town or city,Urban,Urban,100,Nearer to a major town or city,100
E02002431,UN1,Urban: Nearer to a major town or city,Urban,Urban,100,Nearer to a major town or city,100
E02002432,RLN1,Larger rural: Nearer to a major town or city,Rural,Larger rural,75.5,Nearer to a major town or city,100
E02002433,UN1,Urban: Nearer to a major town or city,Urban,Urban,100,Nearer to a major town or city,100
E02002434,UN1,Urban: Nearer to a major town or city,Urban,Urban,78.5,Nearer to a major town or city,100
E02002435,UN1,Urban: Nearer to a major town or city,Urban,Urban,100,Nearer to a major town or city,100
E02002436,UN1,Urban: Nearer to a major town or city,Urban,Urban,100,Nearer to a major town or city,100
E02002437,UN1,Urban: Nearer to a major town or city,Urban,Urban,100,Nearer to a major town or city,100
E02002438,UN1,Urban: Nearer to a major town or city,Urban,Urban,100,Nearer to a major town or city,100
E02002439,UN1,Urban: Nearer to a major town or city,Urban,Urban,100,Nearer to a major town or city,100
E02002440,UN1,Urban: Nearer to a major town or city,Urban,Urban,100,Nearer to a major town or city,100
E02002441,UN1,Urban: Nearer to a major town or city,Urban,Urban,100,Nearer to a major town or city,100
E02002442,UN1,Urban: Nearer to a major town or city,Urban,Urban,100,Nearer to a major town or city,100
E02002443,UN1,Urban: Nearer to a major town or city,Urban,Urban,100,Nearer to a major town or city,100
E02002444,UN1,Urban: Nearer to a major town or city,Urban,Urban,96.3,Nearer to a major town or city,100
E02002445,UN1,Urban: Nearer to a major town or city,Urban,Urban,100,Nearer to a major town or city,100
E02002446,UN1,Urban: Nearer to a major town or city,Urban,Urban,100,Nearer to a major town or city,100
E02002447,UN1,Urban: Nearer to a major town or city,Urban,Urban,100,Nearer to a major town or city,100
E02002448,UN1,Urban: Nearer to a major town or city,Urban,Urban,96.4,Nearer to a major town or city,100
E02002449,UN1,Urban: Nearer to a major town or city,Urban,Urban,100,Nearer to a major town or city,100
E02002450,UN1,Urban: Nearer to a major town or city,Urban,Urban,100,Nearer to a major town or city,100
E02002451,UN1,Urban: Nearer to a major town or city,Urban,Urban,91.2,Nearer to a major town or city,100
E02002452,UN1,Urban: Nearer to a major town or city,Urban,Urban,100,Nearer to a major town or city,100
E02002453,UN1,Urban: Nearer to a major town or city,Urban,Urban,92.9,Nearer to a major town or city,100
E02002454,UN1,Urban: Nearer to a major town or city,Urban,Urban,100,Nearer to a major town or city,100
E02002455,UN1,Urban: Nearer to a major town or city,Urban,Urban,100,Nearer to a major town or city,100
E02002456,UN1,Urban: Nearer to a major town or city,Urban,Urban,100,Nearer to a major town or city,100
E02002457,UN1,Urban: Nearer to a major town or city,Urban,Urban,100,Nearer to a major town or city,100
E02002458,UN1,Urban: Nearer to a major town or city,Urban,Urban,100,Nearer to a major town or city,100
E02002459,UN1,Urban: Nearer to a major town or city,Urban,Urban,97.5,Nearer to a major town or city,100
E02002460,UN1,Urban: Nearer to a major town or city,Urban,Urban,100,Nearer to a major town or city,100
E02002461,UN1,Urban: Nearer to a major town or city,Urban,Urban,56.6,Nearer to a major town or city,100
E02002462,UN1,Urban: Nearer to a major town or city,Urban,Urban,100,Nearer to a major town or city,100
E02002463,UN1,Urban: Nearer to a major town or city,Urban,Urban,100,Nearer to a major town or city,100
E02002464,UN1,Urban: Nearer to a major town or city,Urban,Urban,100,Nearer to a major town or city,100
E02002465,UN1,Urban: Nearer to a major town or city,Urban,Urban,100,Nearer to a major town or city,100
E02002466,UN1,Urban: Nearer to a major town or city,Urban,Urban,100,Nearer to a major town or city,100
E02002467,UN1,Urban: Nearer to a major town or city,Urban,Urban,96.6,Nearer to a major town or city,100
E02002468,UN1,Urban: Nearer to a major town or city,Urban,Urban,100,Nearer to a major town or city,100
E02002469,RLN1,Larger rural: Nearer to a major town or city,Rural,Larger rural,88.9,Nearer to a major town or city,100
E02002470,UN1,Urban: Nearer to a major town or city,Urban,Urban,100,Nearer to a major town or city,100
E02002471,RLN1,Larger rural: Nearer to a major town or city,Rural,Larger rural,57.2,Nearer to a major town or city,100
E02002472,UN1,Urban: Nearer to a major town or city,Urban,Urban,51.3,Nearer to a major town or city,100
E02002473,UN1,Urban: Nearer to a major town or city,Urban,Urban,100,Nearer to a major town or city,100
E02002474,UN1,Urban: Nearer to a major town or city,Urban,Urban,95.4,Nearer to a major town or city,100
E02002475,RLN1,Larger rural: Nearer to a major town or city,Rural,Larger rural,59.2,Nearer to a major town or city,100
E02002476,RLN1,Larger rural: Nearer to a major town or city,Rural,Larger rural,100,Nearer to a major town or city,100
E02002477,RLN1,Larger rural: Nearer to a major town or city,Rural,Larger rural,81.1,Nearer to a major town or city,100
E02002478,RLN1,Larger rural: Nearer to a major town or city,Rural,Larger rural,96.8,Nearer to a major town or city,100
E02002479,RLN1,Larger rural: Nearer to a major town or city,Rural,Larger rural,93.9,Nearer to a major town or city,100
E02002480,UN1,Urban: Nearer to a major town or city,Urban,Urban,100,Nearer to a major town or city,100
E02002481,UN1,Urban: Nearer to a major town or city,Urban,Urban,100,Nearer to a major town or city,100
E02002482,UN1,Urban: Nearer to a major town or city,Urban,Urban,100,Nearer to a major town or city,100
E02002483,UN1,Urban: Nearer to a major town or city,Urban,Urban,100,Nearer to a major town or city,100
E02002484,UN1,Urban: Nearer to a major town or city,Urban,Urban,100,Nearer to a major town or city,100
E02002485,UN1,Urban: Nearer to a major town or city,Urban,Urban,100,Nearer to a major town or city,100
E02002489,UN1,Urban: Nearer to a major town or city,Urban,Urban,100,Nearer to a major town or city,100
E02002490,UN1,Urban: Nearer to a major town or city,Urban,Urban,100,Nearer to a major town or city,100
E02002491,UN1,Urban: Nearer to a major town or city,Urban,Urban,100,Nearer to a major town or city,100
E02002492,UN1,Urban: Nearer to a major town or city,Urban,Urban,100,Nearer to a major town or city,100
E02002493,UN1,Urban: Nearer to a major town or city,Urban,Urban,100,Nearer to a major town or city,100
E02002494,UN1,Urban: Nearer to a major town or city,Urban,Urban,100,Nearer to a major town or city,100
E02002496,UN1,Urban: Nearer to a major town or city,Urban,Urban,100,Nearer to a major town or city,100
E02002497,UN1,Urban: Nearer to a major town or city,Urban,Urban,100,Nearer to a major town or city,100
E02002498,UN1,Urban: Nearer to a major town or city,Urban,Urban,100,Nearer to a major town or city,100
