lsoacode,dwe_p45pc,dwe_p16pc,dwe_modbp,dwe_mo20bp,dwe_medbp,dwe_mdargb
E01016382,0.3394,0.013,C,C,C,"rgb(74,122,170)"
E01016385,0.1328,0.0016,D,D,D,"rgb(9,195,221)"
E01016396,0.8847,0.0303,L,L,I,"rgb(182,126,37)"
E01016397,0.93,0.0269,G,G,G,"rgb(186,175,28)"
E01016355,0.299,0.0361,A,A,A,"rgb(79,51,178)"
E01016358,0.1834,0.0347,A,A,A,"rgb(41,44,208)"
E01016359,0.5955,0.0574,A,A,G,"rgb(128,82,104)"
E01016360,0.2857,0.0031,B,B,B,"rgb(72,55,184)"
E01016361,0.0799,0.0262,A,A,A,"rgb(20,30,234)"
E01016356,0.5082,0.0041,B,B,G,"rgb(127,97,125)"
E01016357,0.2946,0.0012,B,B,B,"rgb(66,88,180)"
E01016395,0.8341,0.0151,F,F,F,"rgb(76,192,50)"
E01016398,0.5448,0.0135,K,K,G,"rgb(132,103,118)"
E01016399,0.4831,0.0161,A,A,D,"rgb(109,143,131)"
E01016400,0.3131,0.0159,B,B,B,"rgb(89,102,175)"
E01016394,0.9834,0,F,F,F,"rgb(21,241,13)"
E01016433,0.5273,0.0044,G,G,G,"rgb(114,179,123)"
E01016434,0.9466,0.0902,G,G,G,"rgb(127,218,13)"
E01016435,0.8318,0.003,F,F,F,"rgb(77,209,45)"
E01016436,0.6403,0,E,E,E,"rgb(73,211,157)"
E01016402,0.0673,0.0015,B,B,B,"rgb(20,51,238)"
E01016404,0.2044,0.0035,A,A,A,"rgb(63,43,203)"
E01016405,0.0615,0.0015,A,A,A,"rgb(15,19,239)"
E01016406,0.0926,0.002,A,A,B,"rgb(26,50,231)"
E01033417,0.3839,0.0307,A,A,A,"rgb(101,42,157)"
E01033421,0.9108,0.0096,K,K,K,"rgb(238,124,22)"
E01016353,0.3227,0.0408,A,A,A,"rgb(87,65,174)"
E01016378,0.7732,0.1623,L,L,K,"rgb(180,92,59)"
E01016391,0.6697,0.1204,A,A,I,"rgb(158,101,86)"
E01033415,0.7621,0.2593,L,L,K,"rgb(190,96,61)"
E01033418,0.8457,0.1288,K,K,K,"rgb(218,56,39)"
E01033420,0.8431,0.013,I,I,I,"rgb(215,122,40)"
E01033422,0.391,0.0487,A,A,A,"rgb(97,60,155)"
E01033423,0.5873,0.0221,L,L,K,"rgb(146,29,105)"
E01016401,0.3808,0,A,A,B,"rgb(53,101,160)"
E01016403,0.2925,0.0027,B,B,B,"rgb(77,91,183)"
E01016416,0.5005,0.1595,A,A,H,"rgb(129,71,127)"
E01016417,0.134,0,A,A,A,"rgb(36,38,221)"
E01016418,0.0664,0.0158,A,A,A,"rgb(11,25,238)"
E01016388,0.803,0.0152,F,F,F,"rgb(76,224,53)"
E01016389,1,0.0014,F,F,F,"rgb(83,213,0)"
E01016390,0.4891,0,A,A,F,"rgb(96,147,132)"
E01016392,0.7752,0.0258,H,H,H,"rgb(175,159,58)"
E01016393,0.8007,0.0872,F,F,F,"rgb(116,178,62)"
E01016374,0.2634,0.0144,A,A,A,"rgb(67,43,187)"
E01016375,0.6422,0.0207,H,H,H,"rgb(163,141,91)"
E01016376,0.3587,0.0238,A,A,B,"rgb(84,57,165)"
E01016379,0.2245,0.0023,A,A,A,"rgb(62,40,199)"
E01016413,0.6661,0.0664,A,A,G,"rgb(142,125,85)"
E01016414,0.4235,0.1294,A,A,C,"rgb(100,72,149)"
E01016419,0.8891,0.0799,F,X,G,"rgb(138,170,58)"
E01016420,0.9831,0.0015,F,F,F,"rgb(30,228,83)"
E01016421,0.8363,0.0018,F,F,F,"rgb(45,234,79)"
E01016422,0.9513,0.003,F,F,F,"rgb(109,224,15)"
E01016423,0.9654,0.0016,E,E,E,"rgb(26,243,141)"
E01016424,0.5317,0.097,D,D,E,"rgb(69,196,126)"
E01016370,0.6366,0.0027,D,D,I,"rgb(156,147,92)"
E01016371,0.5683,0.0029,C,C,F,"rgb(105,173,110)"
E01016373,0.386,0.0036,C,C,C,"rgb(76,144,160)"
E01016415,0.8642,0.0013,G,G,G,"rgb(162,215,34)"
E01016368,0.3625,0.0017,D,D,E,"rgb(56,210,198)"
E01016372,0.1257,0.0232,D,D,D,"rgb(25,192,223)"
E01016377,0.4837,0.0054,F,F,D,"rgb(64,143,131)"
E01016438,0.593,0.0018,D,D,E,"rgb(47,215,146)"
E01016442,0.7716,0.3426,L,L,L,"rgb(196,54,59)"
E01016443,0.0704,0,D,D,D,"rgb(18,187,237)"
E01016369,0.9362,0.0061,F,F,F,"rgb(41,242,86)"
E01016437,0.375,0.0037,D,D,D,"rgb(39,192,187)"
E01016439,0.7477,0.2285,H,H,H,"rgb(167,156,79)"
E01016440,0.7815,0,F,F,F,"rgb(75,221,100)"
E01016441,0.9804,0,H,H,H,"rgb(225,216,20)"
E01016450,0.8805,0.0068,F,F,F,"rgb(93,235,30)"
E01016451,0.9985,0.0163,F,F,F,"rgb(115,189,0)"
E01016452,0.9985,0.0015,F,F,F,"rgb(21,237,0)"
E01016453,0.9685,0.003,F,F,F,"rgb(43,237,8)"
E01016454,0.9984,0.0032,F,F,F,"rgb(14,244,0)"
E01016455,1,0.0142,F,F,F,"rgb(91,175,0)"
E01016483,0.3308,0.0349,D,D,D,"rgb(64,156,170)"
E01016484,0.6731,0.0607,H,H,H,"rgb(153,180,83)"
E01016485,0.0808,0.0018,D,D,D,"rgb(21,186,234)"
E01016486,0.8366,0.0016,F,F,F,"rgb(113,241,41)"
E01016487,0.1304,0.002,C,C,C,"rgb(13,152,221)"
E01016488,0.1146,0,D,D,D,"rgb(14,195,226)"
E01016493,0.8608,0.002,E,E,F,"rgb(111,208,96)"
E01016494,0.6956,0.0025,I,I,H,"rgb(156,176,77)"
E01016495,0.8249,0.0016,J,J,J,"rgb(195,172,44)"
E01016496,0.9965,0.0017,E,E,E,"rgb(41,247,147)"
E01016497,0.4628,0,C,C,D,"rgb(53,191,180)"
E01016498,1,0,I,I,H,"rgb(156,225,24)"
E01016499,0.9185,0,I,I,I,"rgb(254,202,20)"
E01016444,0.0522,0.002,D,D,D,"rgb(8,191,241)"
E01016445,0.7178,0.0019,E,E,E,"rgb(82,207,154)"
E01016446,0.0714,0,D,D,D,"rgb(17,189,237)"
E01016447,0.1912,0,D,D,D,"rgb(25,188,209)"
E01016448,0.3691,0.0148,D,D,D,"rgb(84,148,161)"
E01016449,0.1298,0.0044,D,D,D,"rgb(32,188,222)"
E01016516,0.0385,0,D,D,D,"rgb(9,185,245)"
E01016517,0.3169,0.0041,D,D,D,"rgb(81,201,174)"
E01016518,0.8911,0.0016,H,H,H,"rgb(223,236,27)"
E01016519,0.9753,0.104,E,E,E,"rgb(107,161,109)"
E01016520,0.9813,0.0034,E,E,G,"rgb(146,211,57)"
E01016521,0.9848,0.0046,E,E,E,"rgb(44,227,161)"
E01016467,0.4828,0.0172,D,D,E,"rgb(83,177,138)"
E01016468,0.3119,0,D,D,D,"rgb(67,152,184)"
E01016469,0.8413,0.0159,F,F,F,"rgb(91,195,65)"
E01016470,0.7937,0.0833,H,H,H,"rgb(163,201,57)"
E01016471,0.8185,0.0039,E,E,E,"rgb(91,223,114)"
E01016472,0.8515,0.0033,E,E,E,"rgb(58,230,148)"
E01016456,0.4003,0.0032,B,B,C,"rgb(93,124,152)"
E01016457,0.8042,0.0035,G,G,G,"rgb(166,181,50)"
E01016458,0.5287,0.0017,J,J,H,"rgb(134,118,120)"
E01016459,0.6655,0.1372,L,L,L,"rgb(170,56,85)"
E01016460,0.3788,0.0372,D,D,D,"rgb(41,195,158)"
E01016461,0.5934,0.192,K,K,I,"rgb(152,88,103)"
E01016473,0.9458,0.1311,J,J,J,"rgb(238,97,15)"
E01016474,0.9522,0.014,I,I,H,"rgb(207,219,43)"
E01016475,0.6477,0.016,D,D,G,"rgb(123,195,98)"
E01016476,0.9985,0,J,J,J,"rgb(255,97,0)"
E01016477,0.9902,0,I,I,I,"rgb(248,141,2)"
E01016478,0.9526,0,I,I,I,"rgb(226,193,12)"
E01016462,0.4595,0.0135,K,K,D,"rgb(110,71,137)"
E01016463,0.914,0.0034,G,G,G,"rgb(166,238,21)"
E01016464,0.3779,0.0327,B,B,C,"rgb(86,102,158)"
E01016465,0.6117,0.0417,K,K,F,"rgb(123,141,102)"
E01032729,0.7426,0.2815,L,L,H,"rgb(164,133,65)"
E01032730,0.833,0.1338,K,K,K,"rgb(203,93,42)"
E01016506,0.8582,0,I,I,I,"rgb(218,165,36)"
E01016507,0.8207,0,F,F,F,"rgb(106,199,45)"
E01016508,0.9571,0.1812,F,F,F,"rgb(116,170,10)"
E01016509,0.5691,0.0163,F,F,F,"rgb(81,156,112)"
E01016510,0.7549,0.003,L,L,F,"rgb(122,146,65)"
E01016511,0.6331,0.1985,L,L,H,"rgb(151,104,93)"
E01016512,0.6978,0.2628,L,L,I,"rgb(176,77,77)"
E01016513,0.786,0.0557,L,L,F,"rgb(111,150,63)"
E01016514,0.6687,0.1356,A,A,H,"rgb(158,122,86)"
E01016515,0.6107,0.0048,D,D,F,"rgb(109,164,111)"
E01016500,0.8198,0,F,F,F,"rgb(91,196,58)"
E01016501,0.9984,0.016,F,F,F,"rgb(17,247,15)"
E01016502,0.841,0.004,F,F,F,"rgb(34,230,40)"
E01016503,0.9967,0.005,F,F,F,"rgb(3,252,1)"
E01016504,0.6614,0.0614,F,F,F,"rgb(85,196,90)"
E01016505,0.9219,0,F,F,F,"rgb(16,237,19)"
E01016490,0.9988,0,G,G,H,"rgb(205,199,0)"
E01016491,0.873,0.0188,F,F,F,"rgb(60,228,32)"
E01016492,1,0.1158,F,F,J,"rgb(175,152,0)"
E01032731,0.9188,0.002,K,K,K,"rgb(227,103,20)"
E01032732,0.8648,0.0044,F,F,H,"rgb(130,226,34)"
E01016479,0.9302,0,H,H,H,"rgb(211,216,17)"
E01016480,0.6685,0,H,H,G,"rgb(139,196,84)"
E01016481,0.6851,0.0014,I,I,I,"rgb(185,164,83)"
E01016482,0.9021,0.0294,G,G,G,"rgb(155,209,25)"
E01017144,0.5928,0,F,F,F,"rgb(45,198,112)"
E01017145,0.8997,0.0029,F,F,G,"rgb(117,218,31)"
E01017146,0.824,0.0012,F,F,F,"rgb(99,197,54)"
E01017148,0.7785,0.0022,E,X,F,"rgb(116,201,90)"
E01017149,0.0233,0,C,C,C,"rgb(4,125,249)"
E01017180,1,0,H,H,H,"rgb(224,254,0)"
E01017181,1,0.0831,H,H,H,"rgb(254,220,0)"
E01017183,1,0.003,H,H,H,"rgb(254,252,0)"
E01017185,0.9852,0.0013,G,G,G,"rgb(109,253,50)"
E01017187,0.7904,0,H,H,H,"rgb(175,198,60)"
E01017264,0.6729,0.0171,H,H,H,"rgb(172,154,89)"
E01017265,0.5201,0.0013,D,D,E,"rgb(67,196,152)"
E01017270,0.8258,0.0035,G,G,G,"rgb(154,236,47)"
E01017271,0.5329,0.0039,F,F,E,"rgb(45,179,126)"
E01017182,1,0,H,H,H,"rgb(230,244,0)"
E01017184,1,0,H,H,H,"rgb(247,253,0)"
E01017186,0.5423,0,D,D,F,"rgb(127,192,116)"
E01017188,0.1704,0,C,C,D,"rgb(29,157,214)"
E01017266,0.0888,0,C,C,C,"rgb(17,117,236)"
E01017267,0.1841,0.0019,C,C,C,"rgb(32,125,208)"
E01017272,0.0097,0.0019,C,C,C,"rgb(2,129,252)"
E01032756,0.377,0.1557,C,C,C,"rgb(80,101,162)"
E01017147,0.5089,0.0015,B,X,E,"rgb(97,143,130)"
E01017150,0.7417,0.0453,F,F,G,"rgb(122,189,71)"
E01017151,0.7664,0,F,F,F,"rgb(71,232,67)"
E01017152,0.5465,0.0146,F,F,F,"rgb(64,151,123)"
E01017238,0.7981,0.0962,L,L,F,"rgb(119,147,99)"
E01017241,0.9841,0.0289,G,G,G,"rgb(169,240,26)"
E01017242,0.9437,0.0011,I,I,I,"rgb(185,157,45)"
E01017243,0.1679,0.0015,D,D,D,"rgb(20,170,214)"
E01017244,1,0.0701,E,E,E,"rgb(59,230,110)"
E01017174,1,0.0017,F,F,F,"rgb(76,240,0)"
E01017175,0.2037,0.0015,B,B,C,"rgb(15,131,208)"
E01017176,0.5065,0.0014,D,D,E,"rgb(45,204,142)"
E01017179,0.8899,0.0015,G,G,G,"rgb(114,229,28)"
E01017226,0.8806,0.0109,J,J,I,"rgb(192,176,32)"
E01017231,0.4225,0,C,C,D,"rgb(92,123,152)"
E01017232,0.2976,0,C,C,C,"rgb(41,140,196)"
E01032753,0.2441,0.0035,C,C,C,"rgb(36,116,199)"
E01017246,0.5308,0.0196,I,X,F,"rgb(121,104,121)"
E01017250,0.81,0.0275,G,G,G,"rgb(152,205,48)"
E01017251,0.4602,0.0156,C,C,D,"rgb(80,144,140)"
E01017253,0.5175,0.0044,C,C,E,"rgb(48,178,159)"
E01017247,0.1296,0.0168,C,C,C,"rgb(19,120,224)"
E01017248,0.1844,0,C,C,C,"rgb(24,148,214)"
E01017249,0.1016,0,D,D,C,"rgb(20,132,232)"
E01017252,0.2407,0,D,D,D,"rgb(35,168,205)"
E01017254,0.4653,0,B,B,D,"rgb(68,134,150)"
E01017236,0.9984,0.0016,E,E,E,"rgb(5,250,150)"
E01017237,0.9647,0,E,E,E,"rgb(37,239,150)"
E01017239,0.6842,0,I,I,F,"rgb(74,204,109)"
E01017240,0.795,0,F,F,F,"rgb(34,214,73)"
E01017245,0.9231,0,F,F,F,"rgb(18,243,96)"
E01017227,0.3235,0.0233,A,A,A,"rgb(50,78,172)"
E01017228,0.4422,0.0163,A,A,B,"rgb(105,78,144)"
E01017233,0.4955,0.0155,A,A,D,"rgb(117,99,131)"
E01017234,0.482,0.0841,A,A,D,"rgb(100,82,143)"
E01017235,0.3381,0.0029,A,A,B,"rgb(73,76,171)"
E01017171,0.6154,0.0235,I,X,I,"rgb(146,103,102)"
E01017172,0.5412,0,K,K,F,"rgb(122,115,121)"
E01017173,0.4786,0.0015,D,D,D,"rgb(38,199,165)"
E01017177,0.5554,0.0628,I,I,G,"rgb(125,131,115)"
E01017178,0.2316,0.0016,B,B,C,"rgb(37,118,199)"
E01017207,0.9003,0,F,F,F,"rgb(55,239,25)"
E01017209,0.0767,0,B,B,B,"rgb(13,73,238)"
E01017211,0.5925,0.001,A,A,H,"rgb(147,101,105)"
E01017212,0.3099,0.0201,D,D,D,"rgb(74,143,176)"
E01017213,0.4106,0.0012,A,A,B,"rgb(55,84,152)"
E01017200,0.5525,0.0011,D,D,F,"rgb(90,150,120)"
E01017201,0.7101,0.0966,D,D,F,"rgb(90,206,83)"
E01017202,0.8673,0,F,F,F,"rgb(72,224,43)"
E01017203,0.6713,0,E,E,E,"rgb(7,231,155)"
E01017204,0.9952,0,G,G,G,"rgb(153,244,10)"
E01017157,0.4475,0.0032,A,A,B,"rgb(109,54,141)"
E01017158,0.5005,0.0112,A,A,F,"rgb(123,68,131)"
E01017159,0.1559,0.0054,A,A,A,"rgb(43,31,215)"
E01017160,0.3112,0.0281,A,A,A,"rgb(75,39,178)"
E01017198,0.8989,0.0014,E,E,E,"rgb(59,229,116)"
E01017199,0.6807,0,D,D,E,"rgb(84,198,118)"
E01017205,1,0.127,E,E,E,"rgb(84,202,121)"
E01017206,0.7819,0.0029,E,E,E,"rgb(52,207,149)"
E01017208,0.8042,0,E,E,E,"rgb(13,225,128)"
E01017210,0.9409,0.0029,E,E,E,"rgb(40,212,164)"
E01017214,0.2965,0.0018,D,D,D,"rgb(56,188,193)"
E01017215,0.2024,0,D,D,D,"rgb(48,158,205)"
E01017216,0.1158,0.0016,A,A,B,"rgb(21,72,228)"
E01017189,0.1747,0.0028,A,A,B,"rgb(40,55,213)"
E01017190,0.8031,0.0014,K,K,I,"rgb(166,150,63)"
E01017191,0.2576,0,B,B,B,"rgb(58,72,193)"
E01017196,0.8488,0.0531,K,K,I,"rgb(177,127,47)"
E01017197,0.1333,0.0018,B,B,B,"rgb(20,91,231)"
E01017192,0.3521,0.0031,A,A,B,"rgb(83,82,169)"
E01017193,0.5,0.0416,A,A,F,"rgb(117,88,127)"
E01017194,0.5303,0.0313,A,A,E,"rgb(112,106,132)"
E01017195,0.4737,0.0094,A,A,D,"rgb(115,80,139)"
E01017153,0.3402,0.2199,A,A,A,"rgb(79,20,171)"
E01017154,0.7179,0.1362,F,F,F,"rgb(59,132,71)"
E01017155,0.1944,0.0031,A,A,A,"rgb(29,32,211)"
E01017156,0.0229,0,A,A,A,"rgb(6,5,249)"
E01032738,0.6429,0.0032,A,A,G,"rgb(136,114,100)"
E01032750,0.4158,0.0298,A,A,B,"rgb(98,65,151)"
E01017136,0.4656,0.1793,B,B,D,"rgb(118,60,138)"
E01017137,0.123,0.0397,B,B,B,"rgb(16,58,231)"
E01017138,0.757,0.002,K,K,J,"rgb(175,84,71)"
E01017140,0.8942,0.2564,L,L,I,"rgb(178,115,34)"
E01017217,0.3275,0.0403,D,D,D,"rgb(59,175,181)"
E01017223,0.1082,0.0029,D,D,D,"rgb(4,165,241)"
E01017224,0.1858,0,D,D,D,"rgb(22,177,217)"
E01017225,0.2472,0.0016,D,D,D,"rgb(43,181,192)"
E01017162,0.7028,0.0163,F,F,F,"rgb(58,220,104)"
E01017163,0.9555,0,F,F,F,"rgb(12,240,11)"
E01017164,0.8168,0.0028,F,F,F,"rgb(60,215,95)"
E01017165,0.9503,0,F,F,F,"rgb(16,243,24)"
E01017166,0.9988,0,F,F,F,"rgb(57,202,0)"
E01017256,0.5141,0.0045,F,X,E,"rgb(73,153,128)"
E01017257,0.7742,0.0037,G,G,G,"rgb(139,218,62)"
E01017259,0.648,0.0016,D,D,F,"rgb(84,230,95)"
E01017260,0.567,0,D,D,F,"rgb(79,213,110)"
E01017262,0.8801,0.0377,G,G,H,"rgb(190,199,30)"
E01017167,0.9851,0.0014,F,F,F,"rgb(41,235,9)"
E01017168,0.9858,0,F,F,G,"rgb(122,216,3)"
E01017169,0.7643,0.0029,E,E,G,"rgb(113,209,105)"
E01017170,0.9004,0,E,E,F,"rgb(110,221,76)"
E01017218,0.131,0.002,C,C,D,"rgb(27,149,221)"
E01017219,0.7587,0.012,E,X,F,"rgb(105,171,99)"
E01017220,0.5713,0,I,I,G,"rgb(134,147,111)"
E01017221,0.1677,0,B,B,B,"rgb(25,89,215)"
E01017222,0.276,0.003,B,B,C,"rgb(52,116,187)"
E01017139,0.8714,0.0378,E,E,G,"rgb(144,190,72)"
E01017142,0.8243,0.1757,K,K,K,"rgb(210,78,44)"
E01032745,0.9461,0.0622,L,L,K,"rgb(188,100,13)"
E01032746,0.9742,0.0737,K,K,K,"rgb(248,60,6)"
E01032748,0.8481,0.0719,L,L,K,"rgb(205,64,38)"
E01032751,0.7915,0.25,L,L,I,"rgb(145,99,53)"
E01032755,0.8025,0,G,G,G,"rgb(176,186,50)"
E01017255,0.6051,0.0183,F,F,F,"rgb(78,164,108)"
E01017258,0.6434,0.0015,E,X,E,"rgb(71,180,128)"
E01017261,0.5418,0.0013,D,D,F,"rgb(94,156,121)"
E01017263,0.9108,0.0178,E,E,G,"rgb(124,191,74)"
E01017273,0.3639,0.0636,B,B,D,"rgb(58,122,176)"
E01017275,0.4318,0.0014,D,D,D,"rgb(31,170,185)"
E01017276,0.4693,0.1353,A,A,D,"rgb(113,61,137)"
E01017278,0.7479,0.2304,L,L,L,"rgb(186,45,65)"
E01017279,0.816,0.0131,J,J,I,"rgb(173,154,49)"
E01017274,0.9672,0,G,G,G,"rgb(163,226,29)"
E01017277,0.8454,0,H,H,H,"rgb(196,225,39)"
E01017280,1,0.0789,F,F,F,"rgb(73,232,10)"
E01017281,1,0,G,G,G,"rgb(179,242,0)"
E01016277,0.6707,0.0069,A,A,G,"rgb(136,133,90)"
E01016286,0.7097,0.035,G,X,G,"rgb(120,149,94)"
E01016287,0.536,0.0176,A,A,F,"rgb(84,127,130)"
E01016288,0.5973,0.0309,A,A,F,"rgb(97,120,120)"
E01016303,0.6215,0.0044,A,A,G,"rgb(122,148,110)"
E01016304,0.5979,0.0188,A,A,G,"rgb(143,130,105)"
E01016305,0.7444,0.0316,I,I,H,"rgb(185,152,68)"
E01016306,0.7419,0.0188,E,X,G,"rgb(119,178,98)"
E01016256,0.683,0.0066,A,X,F,"rgb(112,150,106)"
E01016257,0.5164,0.0242,A,A,E,"rgb(91,121,133)"
E01016313,0.6926,0.0026,G,G,G,"rgb(109,169,83)"
E01016314,0.683,0.1153,L,X,G,"rgb(139,128,81)"
E01016315,0.8317,0.0055,H,H,H,"rgb(183,190,45)"
E01016316,0.8868,0.0185,H,H,H,"rgb(190,179,40)"
E01016317,0.9609,0.0867,H,H,H,"rgb(222,201,13)"
E01016318,0.9835,0.0045,I,I,H,"rgb(228,217,7)"
E01016258,0.9821,0.0014,F,F,G,"rgb(120,242,7)"
E01016261,0.9983,0.0557,I,I,I,"rgb(254,170,0)"
E01016349,1,0.0019,F,F,F,"rgb(61,253,0)"
E01016350,0.9812,0.0047,F,F,F,"rgb(68,248,7)"
E01016259,0.9613,0,H,H,H,"rgb(205,227,9)"
E01016260,0.9319,0.0048,H,H,H,"rgb(169,223,32)"
E01016262,0.9581,0,F,F,F,"rgb(94,251,14)"
E01016272,0.8352,0.0033,H,H,H,"rgb(199,207,45)"
E01016273,0.9724,0.0166,E,E,F,"rgb(123,193,86)"
E01016263,0.8015,0.0254,K,K,I,"rgb(157,130,63)"
E01016278,0.7694,0.0273,H,X,G,"rgb(141,188,82)"
E01016283,0.6667,0.0222,F,X,F,"rgb(120,161,94)"
E01016284,0.7963,0.0093,H,H,G,"rgb(146,193,76)"
E01016285,0.434,0.0044,A,A,D,"rgb(82,121,163)"
E01016271,1,0.0015,H,H,H,"rgb(225,238,0)"
E01016274,0.9646,0.101,H,H,H,"rgb(245,209,9)"
E01016275,0.9985,0,I,I,I,"rgb(255,202,0)"
E01016276,1,0,I,I,I,"rgb(255,215,0)"
E01016327,0.7099,0.0251,J,J,G,"rgb(140,146,88)"
E01016328,0.7433,0.0892,F,F,F,"rgb(90,148,88)"
E01016344,0.9217,0.0385,H,H,H,"rgb(179,178,50)"
E01016345,0.763,0.0832,G,G,G,"rgb(159,157,63)"
E01016296,0.6038,0.0153,A,A,G,"rgb(122,136,110)"
E01016297,0.9162,0.0055,G,G,G,"rgb(150,189,47)"
E01016298,0.5894,0.0076,A,A,H,"rgb(142,107,107)"
E01016299,0.7977,0.0159,I,I,H,"rgb(189,179,51)"
E01016254,0.7618,0.032,G,X,G,"rgb(157,146,63)"
E01016255,0.5686,0.02,A,A,E,"rgb(97,126,127)"
E01016264,0.3629,0.0251,A,A,B,"rgb(75,94,166)"
E01016265,0.5581,0.0082,A,X,F,"rgb(81,153,125)"
E01016266,0.6309,0.0201,A,X,F,"rgb(108,159,119)"
E01016339,0.9233,0.0017,K,K,I,"rgb(231,121,21)"
E01016310,0.9161,0.0023,E,E,F,"rgb(121,173,93)"
E01016311,0.641,0.0035,A,A,H,"rgb(144,141,93)"
E01016323,0.7553,0.0049,G,G,G,"rgb(116,181,77)"
E01016324,0.8058,0.0065,E,E,E,"rgb(68,191,136)"
E01016325,0.9807,0,E,E,G,"rgb(118,213,59)"
E01016279,0.8758,0.0626,H,H,H,"rgb(185,166,35)"
E01016280,0.9328,0.0142,G,G,G,"rgb(151,191,17)"
E01016281,0.7521,0.0364,H,H,G,"rgb(130,192,75)"
E01016282,0.9608,0.0017,J,J,J,"rgb(202,154,10)"
E01016329,1,0,H,H,H,"rgb(255,226,0)"
E01016340,0.7982,0.1765,E,E,F,"rgb(98,167,95)"
E01016341,0.9228,0,G,G,G,"rgb(174,235,34)"
E01016342,0.8648,0.0927,H,H,H,"rgb(214,179,36)"
E01016343,0.8288,0.0051,H,H,H,"rgb(171,237,56)"
E01016267,0.8046,0.0194,I,I,G,"rgb(171,184,50)"
E01016268,0.9674,0.0581,F,F,F,"rgb(105,208,30)"
E01016269,0.6823,0.0217,I,I,I,"rgb(153,138,84)"
E01016270,0.9639,0.0017,I,I,I,"rgb(235,176,12)"
E01016330,1,0,I,I,I,"rgb(255,218,0)"
E01016331,0.9302,0.0051,G,G,H,"rgb(207,217,21)"
E01016332,0.8194,0.0383,H,H,H,"rgb(172,175,46)"
E01016334,0.8425,0.0189,K,K,J,"rgb(179,133,40)"
E01016336,0.9261,0.0054,G,G,G,"rgb(167,194,18)"
E01016333,0.9776,0,J,J,J,"rgb(244,130,5)"
E01016335,0.9496,0.0033,H,H,H,"rgb(212,205,19)"
E01016337,0.9437,0.0132,F,F,F,"rgb(111,179,20)"
E01016338,0.9841,0.0013,I,I,I,"rgb(242,192,4)"
E01016300,0.6798,0.0218,H,H,H,"rgb(159,157,84)"
E01016301,0.4124,0.0334,A,A,C,"rgb(72,99,157)"
E01016302,0.6802,0.0203,A,X,F,"rgb(112,147,106)"
E01016326,0.3333,0.04,A,A,B,"rgb(74,77,176)"
E01016293,0.9186,0.3242,L,L,L,"rgb(239,65,21)"
E01016346,0.7853,0.0486,I,I,I,"rgb(180,147,66)"
E01016347,0.7607,0.0653,L,L,I,"rgb(186,87,61)"
E01016348,0.514,0.0349,A,A,F,"rgb(117,68,124)"
E01016294,0.8165,0.0015,G,G,G,"rgb(145,214,47)"
E01016295,0.9985,0.0201,H,H,H,"rgb(246,215,0)"
E01016312,0.4642,0.0021,A,A,D,"rgb(107,116,138)"
E01016319,0.4967,0.0033,A,A,D,"rgb(110,100,130)"
E01016320,0.5805,0.0029,A,A,F,"rgb(87,142,115)"
E01016289,0.8811,0,H,H,H,"rgb(182,209,33)"
E01016290,0.7947,0.0031,G,G,G,"rgb(148,210,55)"
E01016291,0.6449,0.0163,E,X,E,"rgb(90,161,124)"
E01016292,0.8869,0.0032,E,E,E,"rgb(69,219,120)"
E01016321,0.815,0.0593,K,K,G,"rgb(125,160,52)"
E01016322,0.6863,0.0098,D,X,F,"rgb(87,196,113)"
E01016307,0.8276,0.0027,G,G,G,"rgb(126,191,74)"
E01016308,0.6493,0.0399,A,A,F,"rgb(117,123,96)"
E01016309,0.6707,0.0709,A,X,G,"rgb(123,120,89)"
E01016570,0.9984,0.0016,H,H,H,"rgb(254,243,0)"
E01016572,0.7739,0.0052,H,H,H,"rgb(193,184,57)"
E01016582,0.6105,0.0078,F,F,F,"rgb(56,193,99)"
E01016600,0.5178,0.0063,A,X,F,"rgb(93,160,126)"
E01016530,0.8523,0.0175,F,F,F,"rgb(94,213,62)"
E01016531,0.4545,0.0212,A,A,F,"rgb(113,141,147)"
E01016532,0.573,0.0056,A,A,F,"rgb(83,154,111)"
E01016533,0.4793,0.0272,A,A,F,"rgb(90,134,139)"
E01016578,0.5252,0.059,A,A,F,"rgb(113,130,129)"
E01016579,0.5721,0.0403,A,A,F,"rgb(85,148,132)"
E01016581,0.3887,0.0063,A,A,C,"rgb(64,117,167)"
E01016571,0.6719,0.0142,L,X,F,"rgb(97,140,105)"
E01016573,0.9816,0.0037,H,H,H,"rgb(170,245,5)"
E01016574,0.9029,0.0032,F,F,F,"rgb(97,240,25)"
E01016599,0.9984,0.0033,E,E,F,"rgb(99,233,94)"
E01016583,0.8983,0.0023,F,F,G,"rgb(146,168,26)"
E01016585,0.7059,0.0136,H,H,H,"rgb(143,158,75)"
E01016586,0.7661,0.0393,G,G,G,"rgb(125,180,59)"
E01016591,0.9016,0.3455,L,L,I,"rgb(212,137,25)"
E01016592,0.9148,0.0841,F,F,H,"rgb(139,159,29)"
E01016525,0.4301,0.1166,B,X,D,"rgb(95,101,147)"
E01016528,0.473,0.0014,A,A,D,"rgb(52,132,137)"
E01016529,0.6563,0.0967,L,L,I,"rgb(146,98,93)"
E01016536,0.5596,0.0324,A,A,H,"rgb(137,99,114)"
