lsoacode,dwe_p45pc,dwe_p16pc,dwe_modbp,dwe_mo20bp,dwe_medbp,dwe_mdargb
E01011984,0.7872,0.0016,F,F,F,"rgb(37,231,98)"
E01011985,0.5506,0.0177,D,D,G,"rgb(122,155,117)"
E01011988,0.952,0.0011,F,F,F,"rgb(93,197,23)"
E01011989,0.9773,0.0465,F,F,F,"rgb(64,226,66)"
E01011990,0.8656,0.0303,F,F,F,"rgb(56,202,51)"
E01011995,0.8392,0.0064,I,I,G,"rgb(139,195,44)"
E01011996,0.5,0,F,X,E,"rgb(66,152,130)"
E01011997,0.9427,0.0023,K,K,H,"rgb(182,166,21)"
E01011998,0.9466,0.1643,L,L,J,"rgb(203,132,13)"
E01011961,1,0,F,F,F,"rgb(48,252,0)"
E01011962,1,0,F,F,F,"rgb(82,247,0)"
E01011977,1,0,F,F,F,"rgb(0,254,32)"
E01011978,0.9989,0.0113,F,F,F,"rgb(60,215,30)"
E01011979,0.9853,0.0294,F,F,F,"rgb(67,237,20)"
E01011959,0.8358,0.2064,L,L,I,"rgb(177,113,50)"
E01011960,1,0,G,G,G,"rgb(158,253,0)"
E01011963,0.9855,0,F,F,F,"rgb(54,237,9)"
E01011968,0.8022,0.003,H,H,H,"rgb(171,199,71)"
E01011982,0.9665,0.2052,G,G,H,"rgb(189,160,14)"
E01012003,0.9973,0.1086,I,I,I,"rgb(253,167,0)"
E01012005,0.9986,0,K,K,J,"rgb(254,116,0)"
E01012068,0.2755,0.0597,A,A,A,"rgb(57,43,184)"
E01012092,0.1872,0.0433,A,A,A,"rgb(47,20,207)"
E01012093,0.0499,0,A,A,A,"rgb(13,17,242)"
E01012094,0.3757,0,B,B,D,"rgb(93,81,160)"
E01033468,0.6634,0.0362,A,A,I,"rgb(172,85,85)"
E01012058,0.0361,0,A,A,A,"rgb(6,39,247)"
E01012059,0.3119,0.0011,A,A,B,"rgb(79,42,175)"
E01012060,0.3156,0.015,D,D,D,"rgb(73,180,177)"
E01012061,0.1844,0.0498,D,D,D,"rgb(21,183,207)"
E01012036,0.0423,0.041,A,A,A,"rgb(10,27,244)"
E01012037,0.0164,0,B,B,B,"rgb(0,53,253)"
E01012038,0.0436,0,A,A,A,"rgb(0,43,251)"
E01012039,0.1126,0,B,B,B,"rgb(28,46,226)"
E01012040,0.0168,0,A,A,A,"rgb(4,26,250)"
E01012041,0.9255,0,H,H,H,"rgb(206,177,24)"
E01012074,0.9985,0,F,F,F,"rgb(7,252,0)"
E01012075,0.9985,0,F,F,F,"rgb(18,246,0)"
E01012076,0.9677,0,F,F,F,"rgb(7,243,17)"
E01012077,0.8472,0,F,F,F,"rgb(50,222,50)"
E01012088,0.8315,0.2107,F,F,F,"rgb(114,159,45)"
E01012078,0.0509,0,A,A,A,"rgb(12,37,242)"
E01012079,0.1963,0,D,D,D,"rgb(20,163,226)"
E01012080,0.4503,0.0019,D,D,D,"rgb(9,213,218)"
E01012081,0.3342,0.0026,A,A,D,"rgb(55,98,187)"
E01012026,0.3868,0.2048,D,D,D,"rgb(63,146,158)"
E01012027,0.7256,0.0105,C,C,H,"rgb(136,139,72)"
E01033469,0.5614,0.0439,C,C,F,"rgb(126,121,118)"
E01012015,0.9738,0,G,G,G,"rgb(148,245,6)"
E01012016,0.9434,0.0333,G,G,G,"rgb(175,206,16)"
E01012017,0.6253,0,D,D,F,"rgb(64,218,95)"
E01012089,0.985,0.0014,E,E,E,"rgb(68,219,137)"
E01012090,0.9852,0,G,G,G,"rgb(130,247,58)"
E01012091,0.9858,0.0327,E,E,E,"rgb(28,242,161)"
E01012011,0.3431,0.0129,D,D,D,"rgb(87,142,167)"
E01012012,0.1718,0.0015,D,D,D,"rgb(0,201,237)"
E01012013,0.3343,0.1046,D,D,D,"rgb(44,162,186)"
E01012014,0.2638,0,D,D,D,"rgb(66,138,187)"
E01012053,0.1718,0,D,D,D,"rgb(19,178,220)"
E01012054,0.1088,0.0151,D,D,D,"rgb(12,143,235)"
E01012055,0.4608,0.0012,D,D,D,"rgb(67,141,139)"
E01012056,0.5338,0,K,K,J,"rgb(131,90,119)"
E01012057,0.2503,0.0174,B,B,D,"rgb(56,120,191)"
E01012082,0.9702,0,F,F,F,"rgb(0,252,24)"
E01012083,0.9848,0,F,F,F,"rgb(19,242,3)"
E01012084,0.9459,0,F,F,F,"rgb(42,233,29)"
E01012085,1,0.0298,F,F,F,"rgb(15,247,5)"
E01012018,0.6354,0.0017,I,I,E,"rgb(98,198,139)"
E01012019,0.346,0,D,D,D,"rgb(76,167,173)"
E01012020,0.7393,0.0153,E,E,E,"rgb(28,218,178)"
E01012021,0.7861,0.0178,E,E,E,"rgb(46,233,143)"
E01012007,0.8774,0,G,G,G,"rgb(101,242,45)"
E01012008,0.1312,0,D,D,D,"rgb(7,186,235)"
E01012009,0.5374,0.0368,D,D,E,"rgb(67,171,145)"
E01012010,0.6558,0,F,F,F,"rgb(32,211,107)"
E01012046,0.9663,0.1339,F,F,F,"rgb(82,200,14)"
E01012047,0.5191,0,D,D,E,"rgb(18,220,151)"
E01012048,0.8393,0,F,F,F,"rgb(0,244,43)"
E01012049,1,0,H,H,H,"rgb(253,253,0)"
E01012050,0.9387,0,F,F,F,"rgb(0,247,15)"
E01012051,0.8327,0.0018,F,F,F,"rgb(0,243,43)"
E01012052,0.9982,0,I,I,H,"rgb(179,231,14)"
E01012022,0.9991,0.3606,H,H,H,"rgb(251,137,0)"
E01012023,0.9198,0.0509,F,F,F,"rgb(80,218,37)"
E01012024,1,0.0739,G,G,G,"rgb(196,236,0)"
E01012025,1,0,G,G,G,"rgb(186,255,0)"
E01012065,0.9883,0.0129,J,J,H,"rgb(193,181,7)"
E01012066,0.9848,0,J,J,J,"rgb(249,140,3)"
E01012067,0.9462,0.0013,F,F,F,"rgb(82,236,21)"
E01012042,0.9987,0,H,H,H,"rgb(254,247,0)"
E01012043,1,0,H,H,H,"rgb(226,255,0)"
E01012044,1,0,G,G,H,"rgb(224,236,0)"
E01012045,1,0,H,H,H,"rgb(239,255,0)"
E01032552,1,0,H,H,I,"rgb(244,191,0)"
E01032553,0.9167,0.3918,L,L,K,"rgb(192,101,27)"
E01012030,0.9984,0.0016,I,I,I,"rgb(254,193,0)"
E01012031,0.9988,0.0585,H,H,H,"rgb(254,216,0)"
E01012032,1,0,J,J,J,"rgb(255,129,0)"
E01012033,1,0,I,I,I,"rgb(255,220,0)"
E01012034,0.9947,0.0212,J,J,J,"rgb(253,159,1)"
E01012035,0.9984,0,H,H,H,"rgb(254,243,0)"
E01012062,1,0.1931,G,G,G,"rgb(187,203,0)"
E01012063,0.9255,0.0015,F,F,F,"rgb(118,240,27)"
E01012064,0.8886,0.0478,L,L,H,"rgb(206,118,29)"
E01012071,0.9657,0,H,H,H,"rgb(192,248,12)"
E01012073,1,0.0033,H,H,H,"rgb(175,247,0)"
E01032593,0.8258,0.1445,L,L,H,"rgb(149,146,52)"
E01027376,0.4758,0,D,D,D,"rgb(76,204,133)"
E01027377,0.3536,0.0197,A,A,A,"rgb(86,52,164)"
E01027385,0.9801,0,E,E,E,"rgb(13,247,161)"
E01027387,0.4853,0,A,A,D,"rgb(54,138,167)"
E01027388,0.7243,0,H,H,F,"rgb(103,216,82)"
E01027389,0.5934,0.0051,A,A,G,"rgb(111,138,113)"
E01027378,0.4674,0.0547,A,A,D,"rgb(85,111,152)"
E01027379,0.8827,0.0893,H,H,I,"rgb(213,153,34)"
E01027380,0.4042,0.0026,A,A,B,"rgb(69,96,169)"
E01027382,0.4989,0.0056,A,A,D,"rgb(81,97,151)"
E01027386,0.7753,0.0017,H,H,G,"rgb(133,209,96)"
E01027374,0.5603,0.0559,A,A,E,"rgb(99,99,128)"
E01027375,0.2695,0.0136,A,A,A,"rgb(46,48,191)"
E01027381,0.3965,0.0136,A,A,A,"rgb(51,85,172)"
E01027383,0.6647,0.0168,A,X,F,"rgb(114,142,108)"
E01027384,0.639,0.0646,A,A,G,"rgb(129,123,99)"
E01027390,0.4559,0.0374,A,X,D,"rgb(81,121,143)"
E01027356,0.5428,0.2078,A,A,F,"rgb(122,80,121)"
E01027357,0.8598,0.053,J,J,I,"rgb(170,153,45)"
E01027366,0.5797,0.1075,A,A,E,"rgb(106,102,127)"
E01027367,0.7564,0.0906,A,A,H,"rgb(159,124,71)"
E01027358,0.5859,0.0028,A,A,F,"rgb(114,154,112)"
E01027359,0.6783,0.0267,E,E,E,"rgb(82,181,140)"
E01033715,0.4806,0.0302,A,A,C,"rgb(97,98,135)"
E01033717,0.6302,0.0749,A,X,G,"rgb(138,100,101)"
E01027361,0.406,0.0312,A,A,C,"rgb(71,125,163)"
E01027362,0.7984,0.2658,L,L,J,"rgb(179,89,62)"
E01027363,0.9948,0.0174,E,E,G,"rgb(131,226,54)"
E01027364,0.5934,0.0022,J,J,F,"rgb(122,140,105)"
E01027370,0.6738,0.1429,I,I,I,"rgb(147,113,96)"
E01027371,0.6548,0.0238,K,K,F,"rgb(94,144,104)"
E01027372,0.6594,0.1052,A,A,H,"rgb(145,108,94)"
E01027365,0.5535,0.1053,A,A,F,"rgb(124,84,121)"
E01027368,0.4989,0.0045,A,A,E,"rgb(92,97,143)"
E01027369,0.5421,0.0161,A,A,E,"rgb(106,131,131)"
E01027373,0.4038,0.065,A,A,A,"rgb(80,73,162)"
E01027443,1,0.1138,H,H,H,"rgb(184,187,21)"
E01027444,0.6333,0.0222,A,A,F,"rgb(113,127,108)"
E01027445,0.6046,0.0778,B,B,H,"rgb(145,114,101)"
E01027446,0.907,0.064,H,H,H,"rgb(209,217,26)"
E01027451,0.2457,0.0011,C,C,C,"rgb(13,169,223)"
E01027474,0.7172,0.0011,K,K,F,"rgb(115,161,109)"
E01027475,0.726,0.0043,G,G,G,"rgb(157,166,72)"
E01027541,0.2694,0.0263,B,B,B,"rgb(30,99,195)"
E01027542,0.6072,0,K,X,F,"rgb(100,154,112)"
E01027543,0.6399,0.0017,E,E,E,"rgb(15,208,170)"
E01027544,0.1393,0.0311,B,B,B,"rgb(9,85,225)"
E01027528,0.1974,0.1316,A,A,B,"rgb(46,47,204)"
E01027529,0.0138,0.0059,C,C,C,"rgb(2,100,251)"
E01027539,0.0889,0,B,B,B,"rgb(25,61,232)"
E01027545,0.0973,0,B,B,B,"rgb(17,71,234)"
E01027546,0.0035,0,B,B,B,"rgb(0,52,254)"
E01027457,0.4885,0.2552,A,A,D,"rgb(114,60,132)"
E01027462,0.7522,0.0395,F,X,F,"rgb(104,174,87)"
E01027463,0.8104,0.0273,H,H,I,"rgb(200,143,50)"
E01027524,0.4569,0.1742,A,A,D,"rgb(99,49,140)"
E01027525,0.5813,0.0576,G,G,G,"rgb(121,128,106)"
E01027526,1,0,I,I,I,"rgb(255,185,0)"
E01027527,0.8153,0,F,F,F,"rgb(0,232,79)"
E01027536,1,0.0169,I,I,I,"rgb(254,213,0)"
E01027533,0.9891,0.0396,G,G,G,"rgb(169,229,8)"
E01027540,0.6011,0.0011,B,B,E,"rgb(119,132,127)"
E01027549,0.9897,0.3461,L,L,K,"rgb(254,103,2)"
E01033716,0.9562,0,G,G,G,"rgb(172,245,16)"
E01027532,0.5752,0.0905,B,B,G,"rgb(132,107,110)"
E01027537,0.4688,0,D,D,D,"rgb(0,193,174)"
E01027538,0.8322,0,K,K,I,"rgb(201,164,42)"
E01027447,0.3112,0.0169,A,A,A,"rgb(60,51,177)"
E01027448,0.8233,0.3965,L,L,K,"rgb(191,81,53)"
E01027450,0.6359,0.074,A,A,H,"rgb(132,99,106)"
E01027473,0.6558,0.2848,L,L,G,"rgb(146,81,90)"
E01027452,0.4527,0.003,I,I,D,"rgb(111,120,142)"
E01027453,0.4926,0.056,A,A,D,"rgb(112,106,131)"
E01027461,0.6309,0,D,D,E,"rgb(13,228,158)"
E01033718,0.8462,0,F,F,F,"rgb(65,220,82)"
E01027530,0.6818,0,F,F,F,"rgb(52,204,86)"
E01027531,0.6615,0,D,X,F,"rgb(125,160,96)"
E01027534,0.822,0.0031,F,F,F,"rgb(33,217,55)"
E01027535,0.997,0,F,F,F,"rgb(21,253,0)"
E01027553,0.4846,0.0064,B,B,D,"rgb(96,128,148)"
E01027554,0.8487,0,F,F,F,"rgb(37,226,38)"
E01027455,0.9693,0,G,G,G,"rgb(139,246,10)"
E01027456,0.925,0,H,H,H,"rgb(217,229,19)"
E01027458,0.8304,0.2465,L,L,I,"rgb(148,141,52)"
E01027460,0.918,0.0027,F,F,F,"rgb(74,217,23)"
E01027479,0.4627,0.0127,A,A,C,"rgb(85,93,156)"
E01027480,0.455,0.0374,A,A,D,"rgb(76,88,148)"
E01027503,0.47,0.0046,A,A,D,"rgb(68,111,157)"
E01027511,0.3927,0.0037,A,A,A,"rgb(61,85,179)"
E01027515,0.4875,0.0526,B,B,D,"rgb(110,137,138)"
E01027517,0.7202,0.0011,H,H,H,"rgb(178,153,75)"
E01027518,0.9079,0,E,E,E,"rgb(42,210,139)"
E01027519,0.4339,0.0015,E,E,D,"rgb(4,173,218)"
E01027550,0.6372,0.0016,F,F,E,"rgb(28,183,140)"
E01027551,0.2837,0,D,D,D,"rgb(29,158,193)"
E01027552,0.1781,0.032,C,C,C,"rgb(48,106,209)"
E01027514,0.7945,0.0757,F,F,F,"rgb(115,180,74)"
E01027516,0.9793,0,I,I,I,"rgb(246,162,5)"
E01027520,0.9842,0,H,H,H,"rgb(250,200,4)"
E01027521,0.9233,0.1648,J,J,J,"rgb(222,104,26)"
E01027522,0.8847,0.0173,G,G,G,"rgb(106,217,57)"
E01027523,0.5386,0,E,E,E,"rgb(24,169,202)"
E01027392,0.9767,0.1492,F,F,G,"rgb(125,192,42)"
E01027393,0.9692,0,F,F,F,"rgb(23,253,37)"
E01027416,0.4186,0.0349,D,D,D,"rgb(94,143,152)"
E01027424,0.8507,0,E,E,E,"rgb(42,211,132)"
E01027414,0.0488,0,B,B,B,"rgb(8,61,245)"
E01027415,0.2617,0,A,A,A,"rgb(40,87,194)"
E01027431,0.2774,0.0011,D,D,D,"rgb(38,132,198)"
E01027441,0.6623,0.1432,L,L,H,"rgb(162,94,86)"
E01027442,0.3689,0.0121,A,A,B,"rgb(87,84,161)"
E01027391,0.6726,0.0049,E,E,E,"rgb(66,206,136)"
E01027422,0.908,0,E,E,E,"rgb(105,230,102)"
E01027423,0.9846,0,G,G,G,"rgb(151,245,24)"
E01027429,0.3666,0,C,C,C,"rgb(61,165,167)"
E01027430,0.2619,0,D,D,D,"rgb(14,178,209)"
E01027425,0.9629,0.2011,L,L,K,"rgb(198,82,9)"
E01027426,0.6806,0.3329,L,L,H,"rgb(161,131,81)"
E01027427,0.5621,0.0407,B,B,F,"rgb(98,138,117)"
E01027428,1,0,G,G,G,"rgb(219,253,0)"
E01027437,1,0,I,I,I,"rgb(254,201,0)"
E01027438,1,0,H,H,H,"rgb(254,253,0)"
E01027439,1,0.0038,J,J,J,"rgb(255,124,0)"
E01027440,0.9968,0.0633,G,G,G,"rgb(208,238,0)"
E01027400,1,0,J,J,J,"rgb(255,124,0)"
E01027401,1,0,J,J,J,"rgb(255,148,0)"
E01027402,1,0,I,I,I,"rgb(255,171,0)"
E01027403,1,0,I,I,I,"rgb(255,202,0)"
E01027395,0.8824,0.1706,L,L,H,"rgb(146,140,72)"
E01027396,1,0,G,G,H,"rgb(224,248,0)"
E01027397,0.6667,0,E,E,E,"rgb(8,212,204)"
E01027399,1,0,H,H,H,"rgb(255,234,0)"
E01027404,0.9888,0.3035,H,H,H,"rgb(255,177,2)"
E01027405,1,0,H,H,H,"rgb(255,255,0)"
E01027398,0.7392,0,H,H,H,"rgb(188,171,66)"
E01027409,0.801,0.0137,G,G,G,"rgb(163,203,50)"
E01027411,1,0,G,G,G,"rgb(192,238,0)"
E01027412,0.7183,0.2695,H,H,H,"rgb(182,156,72)"
E01027413,0.9374,0.1129,G,G,H,"rgb(214,212,15)"
E01027417,0.8082,0,F,F,F,"rgb(41,222,69)"
E01027418,0.5859,0,H,H,H,"rgb(146,175,107)"
E01027419,0.6675,0,F,F,F,"rgb(40,199,110)"
E01027420,0.7611,0,G,G,G,"rgb(162,210,61)"
E01027421,0.7689,0,F,F,F,"rgb(89,198,72)"
E01027394,0.6913,0,G,G,G,"rgb(133,184,79)"
E01027406,0.9984,0.0032,G,G,G,"rgb(200,250,0)"
E01027407,1,0,G,G,G,"rgb(194,243,0)"
E01027408,1,0,G,G,G,"rgb(198,236,0)"
E01027410,1,0,G,G,G,"rgb(219,219,0)"
E01027432,0.4731,0,A,X,D,"rgb(55,138,158)"
E01027433,0.8372,0.1211,L,L,I,"rgb(175,106,61)"
E01027434,1,0,H,H,F,"rgb(107,254,39)"
E01027435,0.5576,0.0142,C,C,G,"rgb(126,160,121)"
E01027436,0.9579,0.0163,E,E,G,"rgb(137,202,78)"
E01027464,0.8941,0.0059,G,G,G,"rgb(193,215,29)"
E01027465,0.6755,0.0044,I,I,F,"rgb(107,173,96)"
E01027466,0.9099,0.0325,E,E,F,"rgb(103,192,96)"
E01033714,0.8083,0.1178,F,F,G,"rgb(130,153,56)"
E01027449,0.7527,0.0165,F,F,F,"rgb(47,192,70)"
E01027468,0.9282,0.0036,G,G,G,"rgb(140,224,32)"
E01027469,0.9413,0.0057,G,G,G,"rgb(132,231,22)"
E01027471,0.8627,0.1225,H,H,G,"rgb(161,174,46)"
E01027472,0.5272,0.0059,A,A,E,"rgb(65,115,154)"
E01027476,0.5101,0.0396,A,A,E,"rgb(101,109,135)"
E01027489,0.8386,0.0159,I,I,H,"rgb(160,195,68)"
E01027490,0.5244,0.0476,E,E,E,"rgb(44,139,172)"
E01027491,0.6646,0.0182,I,I,H,"rgb(140,152,100)"
E01027492,0.3112,0.0012,B,B,B,"rgb(62,97,180)"
E01027493,0.3371,0,D,D,D,"rgb(60,168,182)"
E01027494,0.7369,0.0989,I,I,I,"rgb(171,125,68)"
E01027483,0.4565,0.0066,A,A,D,"rgb(92,100,141)"
E01027496,0.7888,0.0366,G,G,G,"rgb(136,183,70)"
E01027508,0.3701,0.0059,A,A,C,"rgb(71,103,161)"
E01027513,0.5349,0.0343,G,G,E,"rgb(79,153,129)"
E01027484,0.4306,0.0289,A,A,B,"rgb(90,73,154)"
E01027485,0.6144,0.0412,A,X,F,"rgb(124,141,108)"
E01027486,0.2125,0,A,A,A,"rgb(30,56,214)"
E01027487,0.5476,0.005,A,A,E,"rgb(75,115,128)"
E01027512,0.1888,0.0058,A,A,A,"rgb(23,42,221)"
E01027497,0.7498,0.0096,H,H,H,"rgb(187,166,63)"
E01027498,0.8686,0.0016,F,F,F,"rgb(65,187,33)"
E01027499,0.8153,0.1478,F,F,F,"rgb(87,167,73)"
E01027500,0.6913,0,E,E,E,"rgb(88,176,130)"
E01027501,0.6195,0.0021,G,G,G,"rgb(138,188,97)"
E01027502,0.7996,0.006,I,I,H,"rgb(188,181,51)"
E01027481,0.4677,0.0046,A,A,D,"rgb(95,104,137)"
E01027482,0.8047,0.069,G,G,G,"rgb(135,172,67)"
E01027504,0.4578,0.0169,A,A,D,"rgb(76,118,142)"
E01027506,0.336,0.008,A,A,A,"rgb(78,52,169)"
E01027507,0.3537,0.0391,A,A,D,"rgb(52,124,174)"
E01027509,0.7095,0.0031,G,G,F,"rgb(103,176,103)"
E01027477,0.1125,0.0048,A,A,A,"rgb(28,20,226)"
E01027478,0.4739,0.0054,A,A,D,"rgb(101,108,141)"
E01027488,0.5229,0.1168,A,A,E,"rgb(98,86,140)"
E01027495,0.4916,0.095,A,A,D,"rgb(109,82,136)"
E01027505,0.439,0.0068,A,A,C,"rgb(97,84,149)"
E01027510,0.4794,0.0377,A,A,D,"rgb(67,104,139)"
E01012100,0.2532,0.012,A,A,A,"rgb(59,42,192)"
E01012101,0.3998,0.0012,A,A,D,"rgb(87,109,153)"
E01012102,0.071,0.0046,B,B,B,"rgb(15,67,238)"
E01012184,0.0184,0,C,C,C,"rgb(4,135,250)"
E01012105,0.4511,0.0017,D,D,D,"rgb(17,206,171)"
E01012142,0.9854,0.0013,F,F,F,"rgb(19,244,6)"
E01012143,0.9985,0.1396,L,L,L,"rgb(207,79,6)"
E01012144,0.3716,0.0015,D,D,D,"rgb(16,184,171)"
E01012106,0.7407,0,E,E,E,"rgb(10,236,143)"
E01012107,0.7193,0.0029,H,H,F,"rgb(104,225,113)"
E01032560,0.8122,0.0653,F,F,F,"rgb(30,188,51)"
E01032561,0.3726,0,C,C,C,"rgb(30,156,200)"
E01012176,0.4965,0.0448,D,D,D,"rgb(16,209,131)"
E01012177,0.9984,0,I,I,I,"rgb(198,183,0)"
E01012178,0.3502,0,D,D,D,"rgb(35,183,165)"
E01012179,0.9664,0.2275,L,L,I,"rgb(185,136,8)"
E01012180,0.9984,0,J,J,J,"rgb(254,126,0)"
E01012185,0.3448,0,D,D,D,"rgb(0,208,179)"
E01012186,0.0561,0.0013,D,D,D,"rgb(1,170,243)"
E01012127,0.9983,0,G,G,H,"rgb(223,198,3)"
E01012128,1,0.0618,G,G,G,"rgb(203,198,0)"
E01012129,1,0.0681,G,G,H,"rgb(200,149,0)"
E01012130,1,0,H,H,H,"rgb(245,246,0)"
E01012131,1,0.0147,G,G,G,"rgb(168,249,0)"
E01012138,0.989,0.1198,K,K,K,"rgb(215,121,4)"
E01012139,1,0.0012,G,G,G,"rgb(216,244,0)"
E01012140,0.5469,0,A,A,F,"rgb(84,140,115)"
E01012141,0.998,0,G,G,G,"rgb(198,244,0)"
E01012154,0.9984,0,G,G,G,"rgb(150,249,0)"
E01012155,0.7807,0.1316,F,F,F,"rgb(79,169,95)"
E01012156,1,0,F,F,F,"rgb(69,254,0)"
E01012157,0.6069,0.0246,A,A,E,"rgb(34,146,142)"
E01012158,0.8686,0.019,G,G,F,"rgb(95,228,41)"
E01012159,0.3022,0.001,A,A,A,"rgb(70,62,177)"
E01012160,0.7299,0.0892,E,E,E,"rgb(64,163,139)"
E01012161,0.2427,0,A,A,B,"rgb(45,60,198)"
E01012113,1,0,F,F,F,"rgb(27,253,19)"
E01012114,0.2813,0,D,D,D,"rgb(70,162,183)"
E01012175,0.9705,0.0014,G,G,G,"rgb(151,238,23)"
E01033471,0.9141,0,E,E,G,"rgb(142,220,78)"
E01012095,0.8523,0.0018,H,H,H,"rgb(180,185,44)"
E01012097,0.8856,0,G,G,G,"rgb(155,232,32)"
E01012098,0.7866,0.0299,J,J,I,"rgb(199,109,54)"
E01012099,0.429,0,A,A,D,"rgb(38,122,194)"
E01012108,1,0,G,G,G,"rgb(196,251,0)"
E01012109,0.6982,0.0015,A,A,F,"rgb(105,158,85)"
E01012110,0.6933,0.0015,I,I,H,"rgb(169,148,78)"
E01012111,0.9067,0.0148,E,E,F,"rgb(125,216,92)"
E01012171,0.9973,0.0684,G,G,G,"rgb(151,222,8)"
E01012172,0.8686,0,G,G,G,"rgb(112,228,36)"
E01012162,0.4246,0,A,A,B,"rgb(93,94,146)"
E01012163,0.9678,0.0714,G,G,G,"rgb(182,166,8)"
E01012164,0.5443,0,A,A,F,"rgb(83,121,118)"
E01012165,0.8401,0.0009,F,F,H,"rgb(153,156,40)"
E01012096,0.2377,0.0013,B,B,B,"rgb(56,85,196)"
E01012136,0.2216,0.0042,A,A,A,"rgb(47,55,203)"
E01033473,0.5053,0,A,A,E,"rgb(51,110,182)"
E01012112,0.9975,0,H,H,H,"rgb(254,245,0)"
E01012145,0.5217,0,F,F,E,"rgb(49,174,130)"
E01012147,0.9332,0.0013,G,G,G,"rgb(190,206,19)"
E01012149,1,0,G,G,G,"rgb(211,234,0)"
E01012132,0.6441,0.0031,A,A,G,"rgb(130,143,92)"
E01012134,0.709,0.0013,F,F,F,"rgb(59,164,84)"
E01012137,0.748,0.0657,E,E,G,"rgb(125,162,106)"
E01012181,0.4993,0.004,A,A,D,"rgb(91,105,152)"
E01012117,0.6087,0.2173,A,A,F,"rgb(117,77,101)"
E01012118,0.3813,0.0029,A,A,D,"rgb(34,126,177)"
E01012119,0.7551,0.0133,E,E,E,"rgb(106,127,117)"
E01012121,0.8042,0.0196,H,H,H,"rgb(128,226,107)"
E01032548,0.9477,0.0026,F,F,F,"rgb(71,228,20)"
E01032549,0.9364,0.3683,L,L,J,"rgb(223,123,16)"
E01033472,1,0.0009,H,H,H,"rgb(154,247,0)"
E01012120,0.8493,0,G,G,G,"rgb(155,207,38)"
E01012124,0.8657,0.0493,G,G,G,"rgb(170,205,37)"
E01012182,0.9677,0.0065,H,H,G,"rgb(207,245,8)"
E01012183,0.9968,0.0032,H,H,H,"rgb(236,252,0)"
E01012148,0.983,0.0142,G,G,H,"rgb(221,207,4)"
E01012150,0.9587,0,G,G,G,"rgb(162,241,20)"
E01012151,0.9085,0.0015,F,F,F,"rgb(23,244,37)"
E01012152,0.9348,0.114,F,F,F,"rgb(73,208,23)"
E01032594,0.9318,0.0014,F,F,F,"rgb(49,215,27)"
E01012146,0.8363,0,G,G,G,"rgb(108,224,42)"
E01012167,0.7412,0.1651,L,L,F,"rgb(99,164,97)"
E01012168,0.7674,0.0565,F,F,F,"rgb(52,197,65)"
E01012170,0.8049,0.0016,E,E,E,"rgb(39,221,149)"
E01012173,0.7706,0,G,G,G,"rgb(113,197,65)"
E01012174,0.9202,0,F,F,F,"rgb(68,249,24)"
E01033470,0.6043,0.0021,I,I,F,"rgb(126,167,115)"
E01012242,0.9984,0.0016,G,G,G,"rgb(166,254,6)"
E01012243,1,0,H,H,H,"rgb(230,232,0)"
E01012244,1,0,H,H,H,"rgb(170,241,0)"
E01012246,1,0,I,I,I,"rgb(238,222,0)"
E01012296,0.8679,0,H,H,H,"rgb(205,201,33)"
E01012297,0.9485,0.004,J,J,J,"rgb(234,140,15)"
E01012197,0.2819,0,C,C,C,"rgb(16,161,225)"
E01012256,0.8418,0,G,G,G,"rgb(130,242,52)"
E01012257,0.6823,0,F,F,F,"rgb(38,233,98)"
E01012275,1,0,E,E,E,"rgb(7,253,141)"
E01012276,0.7573,0.001,F,F,F,"rgb(79,178,89)"
E01012277,1,0,E,E,E,"rgb(3,253,154)"
E01012196,0.5143,0,E,E,E,"rgb(0,221,214)"
E01012198,0.2492,0.0031,D,D,D,"rgb(32,162,197)"
E01012214,1,0,E,E,E,"rgb(11,246,122)"
E01012215,1,0,E,E,E,"rgb(9,251,142)"
E01012216,0.944,0.0037,F,F,F,"rgb(26,221,60)"
E01012245,1,0,G,G,G,"rgb(140,247,0)"
E01012278,0.2568,0.0019,C,C,C,"rgb(55,142,189)"
E01012279,0.0548,0,C,C,C,"rgb(13,123,241)"
E01012280,0.2805,0,C,C,D,"rgb(17,170,214)"
E01012281,0.5231,0,C,C,F,"rgb(114,163,121)"
E01012255,0.9038,0,G,G,G,"rgb(143,248,33)"
E01012269,0.7989,0.0071,I,I,H,"rgb(166,166,64)"
E01012294,0.7611,0.1246,G,X,H,"rgb(162,140,67)"
E01012295,0.7471,0.1189,L,X,H,"rgb(157,122,83)"
E01033476,0.9842,0.1034,K,K,K,"rgb(250,73,4)"
E01033480,0.9658,0.3025,L,L,K,"rgb(235,105,13)"
E01012210,0.8799,0.0015,H,H,H,"rgb(182,245,36)"
E01012211,0.455,0.0038,D,D,D,"rgb(69,138,151)"
E01012212,0.9307,0.0557,I,I,I,"rgb(230,163,17)"
E01012213,1,0,G,G,G,"rgb(217,247,0)"
E01012192,0.6348,0.0151,G,G,F,"rgb(88,176,97)"
E01012193,0.2587,0,C,C,C,"rgb(61,129,189)"
E01012260,0.4971,0.0035,F,F,D,"rgb(53,147,132)"
E01012261,0.4944,0.0014,D,D,D,"rgb(87,166,137)"
E01012247,0.9808,0,E,E,E,"rgb(11,253,159)"
E01012249,0.9985,0.0183,E,E,E,"rgb(8,250,173)"
